"","rab.all","rab.win.Control","rab.win.Treatment ","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH"
" g__Pedomicrobium",2.21820440831009,1.53409636462691,2.97045949077704,1.49567691704822,5.08518552273966,0.284728237426428,0.341145839574208,0.168103028287996,0.502894771250467,0.0647161826291761,0.318303504085559
" g__KF-JG30-B3",4.65916765315038,4.92063893757078,4.39049119047408,-0.942115059657644,2.11678001145792,-0.329510422387854,0.31880287007771,0.017117337940058,0.208252740997158,0.025753297723507,0.204689058652715
" g__Micropepsis",-2.79862996428109,-3.03051106440414,-2.5656898939123,0.688944987530644,4.59214240152028,0.139040508624509,0.432661030395863,0.410424193644213,0.697388062017522,0.420552702666864,0.674099329196126
" g__Micropepsaceae",2.7716326066188,3.78768251738581,-0.243163713574176,-2.94236901838836,5.3055085053646,-0.505626922612555,0.240885429179343,0.0162193294197788,0.17940587620241,0.00250417096838462,0.0588609350248894
" f__Micropepsaceae",6.54771869862541,6.36251311466801,6.70320993284253,0.242348393051312,1.40641018629414,0.149672390446678,0.420949905267292,0.555621971137349,0.830746610840901,0.406869033408304,0.727963710119551
" g__Devosia",-2.76799275514144,-2.93575163955603,-2.55024465308243,0.434712799072448,4.43358149673348,0.0792376530503384,0.456733898740082,0.479977775890008,0.734536072165385,0.481220679806135,0.713317529971598
" f__Devosiaceae",-2.79033089770263,-3.13461565300439,-2.34631632357032,0.787092766949338,4.50004496041835,0.165199535292189,0.428106703955896,0.402245736673175,0.666001214040194,0.382341971685389,0.62906782769614
" g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",-2.6915754827667,-2.98383924507111,-2.40362964157698,0.510683153386718,4.51213554392309,0.101828018867481,0.448567710169415,0.462357194594406,0.737089059882585,0.436237981987566,0.696317166557064
" f__Caulobacteraceae",5.1912688892006,5.0723399922098,5.37213429607594,0.368642122032162,1.99777359695707,0.112222824075456,0.4176968149555,0.455659118486815,0.770359168202372,0.345789538206481,0.684669323308201
" g__Phenylobacterium",2.92294428006857,3.12845318535004,2.52123380766007,0.219641010653654,6.44108980743144,0.0278003675300949,0.483409239362727,0.679995745595087,0.876234049696366,0.793179650181891,0.919104935463824
