"","Intercept::Est","Intercept::SE","Intercept::t.val","Intercept::pval","TreatmentTreatment :Est","TreatmentTreatment :SE","TreatmentTreatment :t.val","TreatmentTreatment :pval","Time_PointSummer:Est","Time_PointSummer:SE","Time_PointSummer:t.val","Time_PointSummer:pval","TreatmentTreatment :Time_PointSummer:Est","TreatmentTreatment :Time_PointSummer:SE","TreatmentTreatment :Time_PointSummer:t.val","TreatmentTreatment :Time_PointSummer:pval","Intercept::pval.holm","TreatmentTreatment :pval.holm","Time_PointSummer:pval.holm","TreatmentTreatment :Time_PointSummer:pval.holm"
" g__Collimonas",-3.5886526518248,1.08993237471589,-3.3368775573559,0.0142971278864507,1.2146241425998,1.54139714639273,0.810430650892543,0.408191350767491,0.385291798310535,1.40709664525565,0.292553838136366,0.508212455420253,-0.434353656541019,2.00409857759663,-0.224333610126249,0.513721807652476,0.527664696360278,0.984821685319524,0.997389516357384,1
" f__Oxalobacteraceae",3.45328114928433,1.08844922834627,3.23553470298127,0.00639586316903528,0.55261488301907,1.53929966068183,0.360045164690457,0.705353120788751,-1.53736641482389,1.40518191152581,-1.09253407812876,0.306772529087092,0.547546633551932,2.00137146204462,0.269981627344758,0.744946819685096,0.536153315273511,1,1,1
" g__Ellin6067",3.34867467794621,1.23422636480528,2.75432392277886,0.0153264211760977,-3.4939185418549,1.74545966414607,-2.01593648982754,0.0729432908854021,-2.68479104962447,1.593379385447,-1.68590643129612,0.119038723285341,6.37723021076787,2.26941722213113,2.82334537929369,0.0120028966396064,0.83721039921535,0.996101522238884,1,0.904606707295922
" f__Sutterellaceae",2.52776353922244,1.02406067239973,2.54887840896765,0.0406569231294423,-0.263378905503883,1.44824049160061,-0.19227738286165,0.695416787599244,2.0982134566749,1.32205664323671,1.5914887759162,0.133687788562721,-3.05709505652639,1.88297786591019,-1.62189621193501,0.139589396719143,0.83350067636546,1,1,1
" f__Nitrosomonadaceae",-1.92834989374441,1.14343926473647,-1.66986189723724,0.163343261967056,-1.06911273191687,1.61706731594023,-0.692789030886046,0.445829258164743,0.382848218259979,1.47617374324133,0.249764301754808,0.618654007486938,0.57372620571732,2.10248365603767,0.297928428147672,0.54564784931614,0.972093883521199,0.992744541158008,1,0.994326887953754
" g__GOUTA6",-3.00338242857769,1.21821491904172,-2.48324811660452,0.0509782034295509,1.12379207082336,1.72281606039404,0.666249354195122,0.462121448069986,-0.186595294726462,1.57270869785,-0.110792533260013,0.591002017837476,-0.21392351353455,2.2399763903654,-0.105838116952321,0.622002540297437,0.826570189752525,1,1,1
" g__B1-7BS",-1.64181009437944,1.06959992478211,-1.55091413757131,0.213353968159053,-1.40354735189749,1.51264271994011,-0.943944916185772,0.386112207010378,-1.84804222938321,1.38084756526195,-1.33948092087438,0.278375044123075,1.46341372620404,1.96671255720068,0.746082597773609,0.430934275145354,0.968576696055598,0.9928728722189,0.996344306355956,0.994386084071662
" g__A21b",6.25816237224358,0.478974676365099,13.6690791274263,1.76878433091519e-09,-1.07350431687401,0.677372483348787,-1.56171335063299,0.13205761339819,0.0163822866289839,0.618353648272372,0.0315304876010778,0.902435817953964,1.18923510224797,0.880708280509896,1.33729842801953,0.194154049446792,5.00688148963638e-07,1,1,1
" f__Rhodocyclaceae",-2.45211755313991,1.11310494260596,-2.21426538192225,0.0837064927194742,-0.00272158887292892,1.57416810617787,0.0157575953125686,0.600796842955162,-0.802973710213294,1.43701230176468,-0.571208570262346,0.471857567769262,0.783308548534946,2.04670682690186,0.376857551260661,0.53050955092614,0.895225768391295,0.997852462059451,1,1
" g__IS-44",3.65098189789847,1.08823686555258,3.43364939968167,0.00520795126784309,-3.85806381264055,1.53899933433884,-2.53422663771785,0.0306855559803744,0.0134238209686037,1.40490775233803,0.00340470641566653,0.828918766639197,0.365334877872471,2.00098098279779,0.197687684381515,0.66209672713846,0.426454991114783,0.94814241710125,1,1
" f__Gallionellaceae",-3.63730010343557,1.07665321338733,-3.40341443356106,0.0103514798361629,1.3304230585696,1.52261757634493,0.904784565682833,0.397073277334686,-0.152916655218948,1.38995332169661,-0.123988819786721,0.546627060608663,-1.02104927961176,1.97968169729505,-0.525441778897133,0.459930413164178,0.470032575572819,0.995416492388077,1,1
