"","Intercept::Est","Intercept::SE","Intercept::t.val","Intercept::pval","TreatmentTreatment :Est","TreatmentTreatment :SE","TreatmentTreatment :t.val","TreatmentTreatment :pval","Time_PointSummer:Est","Time_PointSummer:SE","Time_PointSummer:t.val","Time_PointSummer:pval","TreatmentTreatment :Time_PointSummer:Est","TreatmentTreatment :Time_PointSummer:SE","TreatmentTreatment :Time_PointSummer:t.val","TreatmentTreatment :Time_PointSummer:pval","Intercept::pval.holm","TreatmentTreatment :pval.holm","Time_PointSummer:pval.holm","TreatmentTreatment :Time_PointSummer:pval.holm"
" o__Acidobacteriales",13.711170402131,0.308348142009217,44.4809851666503,4.39211157169323e-38,-1.15458679380857,0.43607012436198,-2.64849106774543,0.0119704010242412,-0.240056495509912,0.410141369966346,-0.585654529082543,0.564833762138433,0.220974989258069,0.571559478816887,0.386766529810806,0.703639137487253,1.76123674024898e-35,1,1,1
" g__Subgroup_15",-1.6806988058359,1.04180282845054,-1.60029857015456,0.213017327287607,-0.91452186041451,1.4733316893134,-0.649855091990966,0.437249769953139,-0.656281096097809,1.3857273032725,-0.500154388416287,0.49460791278937,0.358645135106036,1.93110384184299,0.206279717533038,0.538802641399036,0.978370508267349,1,1,1
" p__Acidobacteriota",-1.76353588938459,1.0641903797683,-1.6739038932722,0.203087533376907,-0.781455161312822,1.50499246801531,-0.539485825152201,0.505531711470184,-0.186872576071701,1.41550553027212,-0.126710569543149,0.548656686489507,-0.184664858343479,1.97260179632973,-0.0797955216442595,0.540139496109106,0.972523942563139,1,1,1
" c__Acidobacteriae",-2.18163936336164,1.07454334903591,-2.02167359067043,0.156568097040593,0.103120014346265,1.51963377756438,0.0596243495922446,0.474296348751139,-0.200483084514222,1.42927626672269,-0.165446150403978,0.44216169544463,-0.620235282500266,1.99179224022292,-0.310179772568069,0.433476867066989,0.912758287403182,1,0.996866713338494,0.996808828298295
" g__Edaphobacter",6.0698162636422,0.771664778728142,8.10375351535161,6.5942035508876e-07,-0.0616136006096705,1.09129879568297,-0.0478870787138635,0.769820978303387,0.419423456464613,1.02641010722509,0.426320833054597,0.65829158646446,0.107235038413227,1.4303712546386,0.0516741447379983,0.78219303698272,0.00022460412282843,1,1,1
" g__Granulicella",9.58653769376123,0.360775611802064,26.5911477176034,1.78219980833036e-28,-0.0310351841858326,0.51021376318393,-0.0603626378711566,0.900907432769474,-0.196472713356262,0.479876423807096,-0.409307437451648,0.687082792269443,-0.210683947547696,0.668739948643076,-0.316061613133827,0.753949393626137,6.94507953895719e-26,1,1,1
" g__Acidipila",10.3308265142242,0.416617712324494,24.8088054083108,2.68982569978221e-27,-0.370116646445425,0.589186419094152,-0.628935156134318,0.53598903113355,-0.174291610665632,0.554153361105402,-0.314443982722874,0.756185982235701,-0.134346247419546,0.772249837376851,-0.174055381784482,0.855020591770025,1.0407316361776e-24,1,1,1
" g__Acidicapsa",6.52627655488755,0.97046945844343,6.86415674694212,6.4957974905358e-07,-2.15737096078817,1.37245106999957,-1.57062860271136,0.140359956023603,-0.337257067917727,1.29084505132056,-0.267952012781772,0.791205096237015,-0.301538476480423,1.79887906656838,-0.17753790300207,0.748323427045777,0.000225109702198694,1,1,1
" f__Acidobacteriaceae_(Subgroup_1)",7.59887935544679,0.797239718254334,9.8084243012154,9.18032475621665e-09,-1.06505742718753,1.12746722201778,-0.950422957554586,0.358335522756198,-0.44801821596124,1.06042795687299,-0.415761634876559,0.68420785815659,0.63529876407991,1.47777740734351,0.427375741151182,0.672880215179145,3.22731247913223e-06,1,1,1
" g__Occallatibacter",10.9185549207807,0.470004339447042,23.2366568990204,3.0563708100397e-26,-0.550481725683187,0.664686511220214,-0.82861723592164,0.414774718687609,0.102319069630696,0.625164213459653,0.163730373993056,0.866158231446693,-0.360434648485045,0.871208217911029,-0.413748001568252,0.682658623687319,1.17727600830348e-23,1,1,1
" g__Terracidiphilus",-2.1717965668734,1.06214924096543,-2.05209781595439,0.108361479891257,0.230052288254083,1.5021058618376,0.156141711215073,0.524793300900277,-0.12910514540674,1.4127905618619,-0.0912582700706189,0.53382850254182,-0.881170858595886,1.96881830594525,-0.454880674232993,0.467583069945681,0.937678601978153,1,1,0.992527971035025
" g__Subgroup_17",-2.21202756522307,1.08928440489216,-2.02046938722463,0.129602730711804,0.621072745275138,1.54048077868,0.403945639867841,0.519598583710963,-0.0560454501621218,1.44888370396632,-0.0409138028288302,0.507627732262471,-0.607273985489524,2.01911651773441,-0.313223522883964,0.525509773520054,0.952270720057043,1,1,1
" f__Vicinamibacteraceae",-2.20413461915075,1.01816280691397,-2.17036296681137,0.119618585192777,-0.378796776044304,1.43989965024159,-0.268382646761447,0.481749472651798,-0.043411106339278,1.35428313514532,-0.0362505561327514,0.519141554601548,0.142698738257781,1.88728428677573,0.0764943866296196,0.504251482347065,0.875623967311128,0.99370952952637,1,1
" o__Vicinamibacterales",1.72206244121312,1.26831260182854,1.39993671286227,0.236399782183721,-0.641598584380038,1.79366488283462,-0.363440579837794,0.647186487954031,0.853120039187495,1.68701346688831,0.511788253402278,0.582182718527027,1.27441818275511,2.35096629723275,0.541888915181616,0.587602107162236,1,1,1,1
" g__Subgroup_5",3.87564234266206,0.82952398183192,4.8694089704244,0.00129487025323166,-2.35788827749889,1.17312406542043,-2.04916599753157,0.0902537337061515,-0.304105543825486,1.10337004177023,-0.294673773148972,0.689368901532052,1.7289700407652,1.5376200797986,1.14487225344342,0.310924390204052,0.112392220463606,0.989728734958833,1,1
