"","rab.all","rab.win.Control","rab.win.Treatment ","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH"
" g__Flavitalea",-1.37205145174892,-1.89904632065254,-0.513146233010676,1.8802574676432,5.26245965650792,0.318176966703479,0.353936245060628,0.165283459001783,0.240401251928137,0.148374967808655,0.216741503769219
" g__Dinghuibacter",0.823418923157939,4.85272619243709,-1.7487980953167,-4.72176937704321,6.37187254778385,-0.707871130249236,0.20377605778826,0.00532993325445069,0.0133921860365939,0.00107521151957904,0.00311109030122516
" f__Chitinophagaceae",6.45018231961016,5.78031012371726,6.7255142666964,0.662073222219219,2.96617398925174,0.150730669800247,0.37670787710959,0.333220530599,0.456399047428416,0.164110363648177,0.258927037877794
" g__Sediminibacterium",-1.38369912743573,-1.89019667353663,-0.665309654857829,1.5961875157376,5.18515864256189,0.268717436221704,0.362630213581553,0.228161784937585,0.311311651633693,0.215642569604807,0.291519457809717
" g__Filimonas",-2.1213540081709,-1.86903525393802,-2.37080477073729,-0.212114576730914,4.83613460886913,-0.0368560643652474,0.486011711619397,0.56298556102044,0.653112969912182,0.593632174881176,0.670064257557179
" g__Heliimonas",1.42505411929662,-0.466010866912375,3.60511590931129,2.7745020967474,6.38915130440465,0.410887332335331,0.343098964480609,0.104536448323839,0.173785619943731,0.0809808911404461,0.138823909979172
" g__Ferruginibacter",6.33618123646883,5.77779969120245,6.69249231592335,0.8539355768724,2.97189040525121,0.209758696590121,0.375000004709502,0.404783368380372,0.528721472216389,0.149677213851694,0.241003641475353
" g__Edaphobaculum",6.47551263183667,6.83248760322591,6.24175271399366,-0.405710029810204,1.4800741183307,-0.175000860193823,0.389069620251016,0.535914991906638,0.647780142148375,0.188842432848723,0.286626813423214
" g__Taibaiella",-2.15614189839462,-1.85329469815622,-2.53752243923797,-0.575311106817784,4.60521703593029,-0.113881688471812,0.447916668526497,0.493519548960258,0.58505553452712,0.502801976965868,0.58159452407104
" g__Phaeodactylibacter",-1.75717196046688,-1.7678541478127,-1.74715896071156,0.126962840636684,4.83787791851143,0.0213772864494291,0.486662329683578,0.566258702522584,0.657313669458891,0.57675068591547,0.658048258974693
" g__OLB8",-2.18167990938763,-1.88655722512132,-2.44589710977142,-0.386680095225725,4.49154362753603,-0.0686340143239503,0.458035134867534,0.512886921880454,0.605744404427946,0.516307738461527,0.602286424979713
" f__Saprospiraceae",-0.442863751876358,-1.84791702162384,1.45731949373661,3.62486106249031,5.22987444124648,0.638882587874406,0.218098972930463,0.00434880880661912,0.0116260830105846,0.00197895114142997,0.00528520237641052
" f__Cyclobacteriaceae",-1.86293270834267,-1.76161004435851,-2.00706181734644,0.0175367819532992,4.70393205904322,0.00354438662836869,0.49707221871096,0.514291476016472,0.612129301310977,0.554438307832595,0.63945691067628
" g__Sporocytophaga",1.85534147786084,3.22184702539391,-0.61448580236511,-2.95903411329888,5.40212297969416,-0.515295104523544,0.268880218714974,0.0156195924828214,0.0338191657441487,0.00579326605557294,0.0144363150206021
" g__Dyadobacter",-1.47340506633425,-1.88694239510494,-0.964085663982978,1.25173647099352,4.68250937351786,0.227311294524767,0.397135420460548,0.352974030059118,0.444809824582266,0.269432367770364,0.35408366899731
" g__Larkinella",-2.26794996857239,-1.87575116314668,-2.68129782982774,-0.60577630976802,4.50875753708633,-0.116651987785644,0.443359377026625,0.434004904460426,0.527716017113653,0.413103756566953,0.496037316262671
