"","Intercept::Est","Intercept::SE","Intercept::t.val","Intercept::pval","TreatmentTreatment :Est","TreatmentTreatment :SE","TreatmentTreatment :t.val","TreatmentTreatment :pval","Time_PointSummer:Est","Time_PointSummer:SE","Time_PointSummer:t.val","Time_PointSummer:pval","TreatmentTreatment :Time_PointSummer:Est","TreatmentTreatment :Time_PointSummer:SE","TreatmentTreatment :Time_PointSummer:t.val","TreatmentTreatment :Time_PointSummer:pval","Intercept::pval.holm","TreatmentTreatment :pval.holm","Time_PointSummer:pval.holm","TreatmentTreatment :Time_PointSummer:pval.holm"
" f__Herpotrichiellaceae",-0.758196191674993,1.31589069656669,-0.562657835574058,0.532597250246569,3.07233390882575,1.81383015138972,1.73487845598977,0.179248203200623,-0.643876072142779,1.7118254574225,-0.384388813962053,0.535380753483797,-0.173560183947311,2.35110588546027,-0.0757238689440398,0.625074296593194,0.990151171802303,0.946941938564475,1,1
" g__Solicoccozyma",-0.700635000908871,1.2868097370184,-0.523183333833859,0.50433435635708,1.18117556440424,1.77374481497261,0.685854247246016,0.458932812160849,1.24678428659656,1.67399440731255,0.762738312448361,0.46144243262529,-0.222483445894489,2.29914684712434,-0.104830829762901,0.593867689444937,0.997565090143571,0.997588618940428,0.992821007675242,1
" p__Mucoromycota",-1.15719849148082,1.12222402606664,-1.01964443896439,0.374980364203556,0.30897305257745,1.54687906860696,0.203101337798637,0.534430677583797,-0.200246803701408,1.45988695091796,-0.141711164828164,0.485539421091765,0.455166298470136,2.00508105982835,0.239083675249146,0.51890262913813,0.976001560622186,0.998559067905849,1,0.999941361801903
" g__Saitozyma",1.27911019614506,1.21694068916422,1.1144586041743,0.332159778103801,0.0759401041005227,1.67743697878419,0.0486393512920434,0.674683732166849,0.672557573694906,1.58310265230986,0.425828597483116,0.607731414033236,0.785381697292434,2.17431160811089,0.363919115139425,0.616553760827812,1,1,1,1
" g__Meliniomyces",1.29615427504182,1.16123769513032,1.16435948401894,0.312878579011132,-2.56026109646205,1.60065570024413,-1.6201236510132,0.200186232992074,-0.488507041979946,1.51063933640477,-0.3239410320582,0.56635346478254,2.42077594889188,2.07478690028177,1.1806046672482,0.313188521326139,0.995502923547471,0.972554992836279,1,1
" o__GS20",0.0662467504078871,1.11729850760775,0.0922837208473508,0.55858975397874,-1.3993530584432,1.54008970995028,-0.917623940326596,0.417824290265307,-1.05069577768946,1.45347940665084,-0.741884874901526,0.463534084832342,1.33457414434393,1.99628062110812,0.674425748267054,0.44602195573834,1,0.993899744012346,0.999081184110181,0.992764052225775
" g__Mucronella",-1.35114868289646,1.22676575840164,-1.09547210428578,0.363816952719512,2.30505765951702,1.69097990212032,1.39041137358631,0.275677141755401,1.22378967376285,1.59588395981924,0.778615496203859,0.453188874073316,-3.8533426074999,2.19186608901832,-1.78733659515071,0.161198950596127,0.970369608296267,0.982461351189264,1,0.967643188358269
" o__Saccharomycetales",-0.550841146185084,1.19972599276366,-0.442236354589529,0.541040559427427,0.0793502604134282,1.65370815734041,0.046698451433342,0.571225754060255,0.117338546035146,1.56070827288521,0.0950602941599618,0.576238098955173,-0.662994604008276,2.14355405801241,-0.321705554484608,0.565894245383389,1,1,1,0.998228607244589
" o__Tremellodendropsidales",-1.18435211522758,1.20450786956503,-0.971249198510214,0.384976348890279,0.708162565027586,1.66029951963607,0.44281467876407,0.467690698564661,-0.305096303944038,1.56692895554845,-0.195350359297687,0.512598923449794,0.635741785987923,2.15209785174892,0.293779672231413,0.506181445529059,0.992398758235825,0.997179763561351,0.998635704050181,0.9973643862173
" o__Chaetothyriales",0.508610848277658,1.25478722671903,0.450547290508733,0.530892296348426,0.818088256926434,1.72960483065952,0.479379360682526,0.55271831613435,-0.61012883302155,1.632336731273,-0.385267150897699,0.529819517209572,1.36912080006388,2.2419321311692,0.621127110719572,0.51042913475973,1,1,1,1
