feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
X.g__Lecanicillium	Time_Point	Summer	-0.00202082044409216	0.00521041434750772	47	27	0.700002578079997	0.897829393624343
X.g__Solicoccozyma	Time_Point	Summer	0.00239254197022898	0.00657840585047635	47	6	0.717826560426295	0.910790689573149
X.g__Purpureocillium	Treatment	 	0.0159568376070844	0.0566114187850884	47	8	0.77936773743583	0.940104450136022
X.c__Agaricomycetes	Treatment	 	-0.00208721837832039	0.00805290003842873	47	21	0.79669868655595	0.940104450136022
X.g__Lactarius	Treatment	 	0.0145292148231594	0.0525171838085817	47	16	0.783339449907139	0.940104450136022
X.g__Clavulina	Time_Point	Summer	0.0140543192170313	0.0467545470465185	47	15	0.765136932354839	0.940104450136022
X.f__Clavulinaceae	Time_Point	Summer	0.0103724643980822	0.035117867269759	47	23	0.769107114811568	0.940104450136022
X.g__Umbelopsis	Treatment	 	-0.00286457508226494	0.00971359133309495	47	16	0.769454393504146	0.940104450136022
X.g__Hyaloscypha	Time_Point	Summer	-0.00107778099611149	0.00413260078659101	47	5	0.79546375791225	0.940104450136022
X.g__Metapochonia	Time_Point	Summer	0.0012055406087218	0.0052136437954692	47	18	0.818209565552334	0.946556164070347
X.g__Meliniomyces	Time_Point	Summer	0.000554935288681361	0.002392357634409	47	7	0.817643257712767	0.946556164070347
X.g__Entoloma	Treatment	 	-0.00107040772636854	0.00502950442471846	47	17	0.832445907209504	0.953675893696325
X.g__Umbelopsis	Time_Point	Summer	-0.00124976858688221	0.0098765520453985	47	16	0.899881801625924	0.992393014877187
X.g__Hydnotrya	Time_Point	Summer	0.000573832568106465	0.00363953762224188	47	5	0.875441068613964	0.992393014877187
X.g__Entoloma	Time_Point	Summer	0.000655467947335259	0.00511388224086083	47	17	0.898595143506183	0.992393014877187
X.o__Chaetothyriales	Time_Point	Summer	0.000372401552461445	0.00265472743895372	47	7	0.889080050335198	0.992393014877187
X.g__Sistotrema	Time_Point	Summer	-0.00155856666036506	0.0646646662281715	47	26	0.980879993704058	0.996379830070314
X.f__Hyaloscyphaceae	Time_Point	Summer	-0.00195984794637925	0.051424637233267	47	41	0.969771519065649	0.996379830070314
X.g__Russula	Time_Point	Summer	0.00663994760770021	0.0834397031398187	47	38	0.936933892297854	0.996379830070314
X.g__Tricholoma	Treatment	 	0.00466154098401581	0.0472402393641681	47	21	0.921842652206188	0.996379830070314
X.g__Byssocorticium	Treatment	 	0.00243561026114204	0.0227348819452562	47	7	0.915172064536437	0.996379830070314
X.p__Chytridiomycota	Time_Point	Summer	9.10515378406721e-05	0.00402700188376525	47	18	0.98206339265745	0.996379830070314
X.f__Herpotrichiellaceae	Time_Point	Summer	-0.000290173552703553	0.00784470112099736	47	9	0.970660491137738	0.996379830070314
X.o__Saccharomycetales	Time_Point	Summer	-6.3915653888264e-05	0.00312270383016556	47	5	0.983762539047056	0.996379830070314
X.g__Leptobacillium	Time_Point	Summer	5.41808349909188e-05	0.00356293200066087	47	14	0.987935933205312	0.996379830070314
k__Fungi	Treatment	 	-0.000106963775661836	0.0047246967235602	47	18	0.982040363638007	0.996379830070314
X.f__Clavulinaceae	Treatment	 	0.00013884507098596	0.0345384309808035	47	23	0.996810670737596	0.996810670737596
