"","rab.all","rab.win.Control","rab.win.Treatment ","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH"
" f__Orbiliaceae",-0.646220962234437,-0.677245600606215,-0.620793632245219,0.19744196825733,4.44797810392522,0.0370104345383617,0.479772889423893,0.485281687617314,0.84777753216272,0.530445624435928,0.858912297147716
" o__Hypocreales",1.13928626422888,1.34257189999583,0.994716418535424,-0.470124770126705,5.41511162293493,-0.0822742708133435,0.459190917267411,0.528536541741454,0.873464175003301,0.568385368627584,0.891043921341743
" g__Metapochonia",3.92071635364358,4.68040820802291,3.17835785254339,-1.35838261972121,5.09980250872271,-0.252867049548145,0.357954551949663,0.251952364066946,0.724422191982649,0.124656865709755,0.649635450267754
" p__Chytridiomycota",3.4289329015479,3.63586743527536,3.2261410989562,0.0351765459183255,4.38403453112214,0.00495707266563906,0.495738636542777,0.692822570812156,0.927916577739344,0.793566918024254,0.959308807128346
" g__Pseudotomentella",-0.333670410701489,-0.135628638119152,-0.532629915137926,-0.477011598112882,5.34557268661553,-0.0841627255944653,0.455642301379905,0.57468097418778,0.889750003472119,0.532411983095425,0.870046109939491
" g__Penicillium",2.9125587647097,2.68372264344414,3.07095795761323,-0.108126320226277,4.81278426971894,-0.0174662610618569,0.492187500328481,0.649764255088837,0.917389798406366,0.765982855198869,0.951800156163921
" g__Hydnotrya",0.081318490572011,0.231949040882508,-0.060712452047877,-0.485464004735961,5.03863029938331,-0.080527259475683,0.459900640444977,0.52806339784493,0.86503244297547,0.536317174960931,0.873436048724028
" f__Albatrellaceae",-0.661642585273365,-0.531951091497234,-0.793718023149041,-0.260043561913703,4.46510893955437,-0.0432505112528111,0.473011364774152,0.487013593778539,0.837551544195529,0.51667108227545,0.851379885454823
" f__Clavariaceae",-0.579834432175019,-0.444571817234859,-0.696789249165645,-0.0912011273617459,4.67008669586339,-0.0182190526956374,0.490056818599947,0.509542539343246,0.858120740781508,0.472088595282005,0.846988296556896
" g__Elaphomyces",0.171136525021913,-0.030609138039118,0.382977694683176,0.92723020180996,7.03376419208768,0.121069354096497,0.442157561013069,0.456275359752636,0.845350866694809,0.510133242792944,0.863413840370486
" g__Leptobacillium",1.31307599528397,0.566429420944018,2.08033469946175,1.03374645999929,5.10126868343066,0.193617817849456,0.405539776844891,0.407259480542729,0.803057250118868,0.370863105706521,0.809525541475345
" g__Hygrophorus",-0.0343053246534648,-0.328863747601816,0.250182732946666,0.61186827452604,4.72017446547141,0.116097936027598,0.449964515961116,0.469673961455256,0.831710467241778,0.478568937838012,0.839842266573928
" g__Suillellus",-0.600889615756383,-0.563518274774367,-0.626385029089946,-0.100841875196966,4.53476035806197,-0.0199838032454258,0.485795455143028,0.502764977714358,0.846097133794326,0.486080030779178,0.848819117744752
" g__Tomentella",0.164208252077553,0.153870238228882,0.174138809012414,0.0715734356298983,5.5473763546193,0.00765765896963733,0.495738636542777,0.612439585369495,0.902390747295624,0.627367124178306,0.907934677783268
" o__Sebacinales",0.253509280015354,-0.557649680301769,1.27332987929148,2.14318635417948,4.95204406394051,0.411303386540939,0.31392046362487,0.0801796197830002,0.451776725699549,0.0795798361237336,0.454936421635338
" g__Spencermartinsiella",-0.126474961044244,-0.0476658672148078,-0.175925775039931,-0.247017036368653,4.36081019594477,-0.050701234224292,0.475852273744701,0.537466158093789,0.868638725540956,0.563131044621405,0.883343464912534
" g__Cladophialophora",3.99408167520873,4.50668286843202,3.65211174637407,-0.764356126711307,5.17933032176241,-0.13380814484228,0.435060329245327,0.54348627677144,0.882974127096629,0.425448241812349,0.858811726136165
" o__Tremellales",1.57290911302724,0.939291193668041,2.1452984094782,0.690478796617056,4.98142451433572,0.128741643889312,0.435369320944748,0.458740027342562,0.832244532952265,0.451844846021911,0.843850281730201
" g__Entoloma",3.20875613616665,3.3393901884595,3.11558003534993,-0.279196830409306,4.89161888523924,-0.0496612702248932,0.470880683046385,0.630397493738189,0.909983406797797,0.67423677813867,0.931515864084231
" g__Xanthoconium",-0.558159039534781,-0.750055632484025,-0.409805632019912,0.474473027495482,4.88509577764579,0.0824508272808647,0.453125001987872,0.451238351672955,0.821011379731548,0.488680430661855,0.836904596607905
" g__Peniophorella",0.350665843556559,0.212029215941633,0.525873322952483,0.854872704180064,5.3180220876243,0.155067865002422,0.427253374304856,0.424374297341182,0.799763424582824,0.464058752338054,0.828405852549374
" g__Xerocomus",-0.734904587482719,-0.784708305708612,-0.701160284234462,0.167292091063756,4.48316231584894,0.0334498858051807,0.485795455143028,0.459541087179903,0.834175679140372,0.496619366736433,0.843647710789085
" f__Herpotrichiellaceae",0.479898016877771,-0.49759626522424,2.0253821668317,2.92153171200428,5.44492270952841,0.484718486170863,0.296164783003369,0.0370435157746347,0.354270200566588,0.0390111783011353,0.378130574929249
" g__Solicoccozyma",1.08048882213479,0.453847248434766,1.76391818662612,1.25171006425563,5.18875834010037,0.219079952677419,0.398437504452929,0.404705543093589,0.799798762225706,0.342789711336319,0.793949091646802
" p__Mucoromycota",-0.445007753307983,-0.696634447243473,-0.181554022713414,0.465441613883226,4.65325555715108,0.0897516829065755,0.44712562325234,0.46001496798416,0.811331657980579,0.476653387065807,0.811802236072874
" g__Saitozyma",2.83658669601635,2.76875781444784,2.92140190588727,0.455743966217078,4.97882490192188,0.0843828152941457,0.453835229229959,0.545282737355127,0.876980898512188,0.586030653132944,0.903355147327833
" g__Meliniomyces",0.912125848688345,1.49286974194572,0.455306329235415,-1.06434369856758,4.90959314101584,-0.211544010256534,0.398154724119395,0.335512809320009,0.767636916946059,0.272321966948085,0.738487070364204
" o__GS20",-0.231231164486321,-0.149456506287676,-0.280127537080035,-0.294007111814401,4.5611223044085,-0.0548081126603681,0.476224273533974,0.497525219138131,0.848905682061481,0.514055785721397,0.857774795377421
