feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
X.g__Peniophorella	Time_Point	Summer	-0.00280710296610448	0.00544534606998281	48	14	0.608723661511017	0.820649677000038
X.g__Solicoccozyma	Time_Point	Summer	0.00203284313157042	0.00362717234054699	48	8	0.577953406008756	0.820649677000038
X.g__Sugiyamaella	Treatment	 	0.00191145333861705	0.00331401514225282	48	11	0.566963220606144	0.820649677000038
X.g__Sugiyamaella	Time_Point	Summer	0.00209993686500926	0.00336102479725164	48	11	0.535263823609549	0.820649677000038
X.g__Phialea	Time_Point	Summer	0.00290641409096853	0.00550973374661911	48	6	0.600434066580825	0.820649677000038
X.o__Sordariales	Treatment	 	0.00163927199281672	0.00280202834394695	48	10	0.561449442401234	0.820649677000038
X.o__GS22	Time_Point	Summer	-0.00204180031861226	0.00345325554599574	48	10	0.55729928798191	0.820649677000038
X.o__Sporidiobolales	Time_Point	Summer	-0.00167355351427161	0.00301598084962649	48	7	0.581714147199818	0.820649677000038
X.g__Piloderma	Treatment	 	-0.0466701812437449	0.093527640303264	48	43	0.620210962933986	0.829988200396952
X.g__Sistotrema	Treatment	 	0.0363176290541839	0.0782275966542249	48	26	0.644702633195816	0.836173675560966
X.g__Clavulina	Time_Point	Summer	-0.0119212431049734	0.0259653584380482	48	9	0.648357372522301	0.836173675560966
X.g__Tomentellopsis	Time_Point	Summer	-0.00480019316237979	0.0100792556601814	48	20	0.636204244858743	0.836173675560966
X.p__Chytridiomycota	Treatment	 	-0.00306720105430224	0.00656604309847647	48	25	0.642660343350835	0.836173675560966
X.g__Tomentella	Treatment	 	-0.0034265924663667	0.00755660600056919	48	10	0.652399241371742	0.836173675560966
X.f__Herpotrichiellaceae	Time_Point	Summer	-0.00441153700126511	0.00955348117663497	48	8	0.646468972983082	0.836173675560966
X.g__Sebacina	Treatment	 	0.0251865910474897	0.0582232823585773	48	5	0.667381542213961	0.84501848513523
X.g__Tylospora	Time_Point	Summer	-0.0139413435308732	0.0328423407408708	48	6	0.673229012882463	0.84501848513523
k__Fungi	Treatment	 	0.00295393654593272	0.00691227047732065	48	28	0.671164761469239	0.84501848513523
X.g__Leptobacillium	Time_Point	Summer	-0.00215658801129157	0.00527433656560965	48	23	0.684564812558775	0.853361615655459
X.g__Mytilinidion	Treatment	 	0.00181467777267664	0.00482525523052253	48	7	0.70862533637719	0.877345654562236
X.g__Leotia	Time_Point	Summer	-0.00489703865413838	0.0133945165226887	48	6	0.716376389397321	0.880949343718327
X.g__Cenococcum	Treatment	 	-0.0123078134231735	0.0361913312740952	48	35	0.73538144021442	0.883090225542388
X.g__Mortierella	Treatment	 	-0.005861076470379	0.0164908622600159	48	47	0.723940379412726	0.883090225542388
X.g__Entoloma	Time_Point	Summer	0.00217197090618245	0.00644099064530853	48	16	0.737525902650786	0.883090225542388
X.g__Rhizosphaera	Treatment	 	-0.000893039489939218	0.00261316807220601	48	8	0.73413296105227	0.883090225542388
X.g__Mucronella	Time_Point	Summer	-0.00109066378459478	0.00345458577872427	48	6	0.753678650499096	0.89653277379631
X.g__Trechispora	Treatment	 	-0.00488178979641391	0.0189529739761494	48	21	0.7979100870332	0.91457574297504
X.o__Hypocreales	Treatment	 	0.00117252554536699	0.00449391778669038	48	9	0.79534928602195	0.91457574297504
X.g__Metapochonia	Time_Point	Summer	0.00169665578719799	0.00632384236548531	48	31	0.789698305837213	0.91457574297504
X.g__Cladophialophora	Time_Point	Summer	-0.00209255827986969	0.00815323590487253	48	33	0.798615915365455	0.91457574297504
X.g__Entoloma	Treatment	 	-0.00162081922697978	0.00635090242330726	48	16	0.799723107692553	0.91457574297504
X.g__Peniophorella	Treatment	 	-0.00135154609088519	0.00536918363276771	48	14	0.802401389709294	0.91457574297504
X.g__Ascocorticium	Time_Point	Summer	-0.0010885800079379	0.0043610718951319	48	13	0.804022631186848	0.91457574297504
X.o__Capnodiales	Treatment	 	-0.000478530635682963	0.0021063668938766	48	5	0.821310463234307	0.92843791496052
X.o__Sordariales	Time_Point	Summer	0.000613608902782623	0.00284177541210799	48	10	0.830022392515715	0.932494292826297
X.o__Agaricales	Time_Point	Summer	0.00296201189341206	0.0151811003344914	48	19	0.846183708512431	0.944818619320629
X.g__Tomentella	Time_Point	Summer	-0.00144292728326604	0.0076637972552257	48	10	0.851504938571425	0.944962797682923
X.f__Hyaloscyphaceae	Time_Point	Summer	0.00407971661086933	0.0236381541505744	48	35	0.863747382050507	0.947000141766218
X.g__Lactarius	Treatment	 	-0.00947576545096626	0.0540138316619476	48	29	0.861527068647765	0.947000141766218
X.g__Tricholoma	Time_Point	Summer	0.00194202043475091	0.0128167530362901	48	11	0.880241194654188	0.948288437976722
X.o__Leucosporidiales	Time_Point	Summer	0.00171447549169034	0.0113448457908154	48	31	0.880553549549814	0.948288437976722
X.o__Tremellales	Treatment	 	0.00094877529238002	0.00598532443506231	48	24	0.874758731284887	0.948288437976722
X.g__Imleria	Time_Point	Summer	-0.00162208621898479	0.0121145984408796	48	13	0.894082505488649	0.957194211758436
X.g__Purpureocillium	Treatment	 	-0.00667215734638213	0.0676139717288014	48	6	0.921830494865092	0.958705550826705
X.o__GS21	Time_Point	Summer	0.000414274603996673	0.00419825023298569	48	17	0.921832260410293	0.958705550826705
X.g__Hyphodiscus	Treatment	 	0.000323975883230491	0.00305163052519417	48	10	0.915923427635065	0.958705550826705
X.f__Entolomataceae	Treatment	 	0.00038873521372906	0.00365111668279864	48	11	0.915682515725735	0.958705550826705
X.o__Capnodiales	Time_Point	Summer	0.000254882993994949	0.00213624593085492	48	5	0.905558052972735	0.958705550826705
X.g__Trechispora	Time_Point	Summer	0.00165781132666961	0.0192218239148419	48	21	0.931653236908678	0.963414142712383
X.g__Russula	Treatment	 	-0.0063934077090511	0.0965872156993076	48	39	0.947517298805448	0.968809822374109
X.g__Porosphaerella	Treatment	 	-0.000455497306918301	0.00645866436616028	48	7	0.944088295426536	0.968809822374109
X.g__Cortinarius	Time_Point	Summer	0.00384328791046883	0.0859906359401387	48	47	0.964548755018969	0.97875185965015
X.c__Agaricomycetes	Time_Point	Summer	-0.000440593956156458	0.0109205884557988	48	36	0.96799634470894	0.97875185965015
X.g__Lactifluus	Treatment	 	0.00197771411289917	0.0699873020810694	48	13	0.977581182941601	0.982982183952329
X.f__Mycenaceae	Treatment	 	-6.27084320025627e-05	0.00523556427222731	48	6	0.990496592662261	0.990496592662261
